,avg_area_income,house_age,number_of_rooms,number_of_bedrooms,area_population,price,street,zip_code,state,city,is_military
1194,84268.22,4.5,7,4,31182.388,1257433.086,03370 Angela Forge Apt. 416,44653,WY,South Charlesberg,0
1195,93719.47,6.6,7,5,39900.45,2173808.628,039 Allison Brooks Apt. 116,96253-5344,PR,Jonesmouth,0
1196,65218.35,5.7,7,5,34863.859,1115549.268,6478 Harris Bridge,82195,UT,New Rickeystad,0
1197,78169.52,5.5,5,3,44503.917,1397956.196,"PSC 9170, Box 1232",46839,AE,APO,1
1198,63907.72,5.2,8,4,28299.463,1003905.06,2001 Stephen Plains Suite 265,96973,FL,Jonesmouth,0
1199,74867.53,6.4,6,4,57841.219,1614373.964,"PSC 8544, Box 1991",54210-2865,AA,APO,1
1200,73950.98,6.4,6,2,30518.818,1463367.821,2568 Elizabeth Ferry Suite 833,90566,KY,Nelsonborough,0
1201,74158.86,4.2,8,3,32580.539,966620.514,7972 Snyder Fort Apt. 686,81904-1054,OH,West Benjaminside,0
1202,63280.71,7.2,7,3,43031.562,1453663.252,5889 Cindy Land Apt. 882,35545,PA,Port Johnside,0
1203,75869.24,5.9,7,5,32436.286,1321388.619,30865 Rollins Burgs Suite 242,41003-9434,HI,Cortezland,0
1204,61171.88,4.1,7,6,41919.901,910512.635,59631 Miles Wells,23655,GA,Lozanoview,0
1205,66120.42,5.8,7,5,28439.359,1029354.495,26319 Lisa Tunnel Apt. 076,69932,FL,Davidhaven,0
1206,79566.92,5.5,7,5,49311.758,1608889.263,536 Thompson Turnpike,33903-0801,VT,West Toddfurt,0
1207,84020.5,5.4,7,4,25975.506,1458009.211,371 Frank Squares,41884,VA,Smithshire,0
1208,83936.34,7.7,6,3,55471.783,2198564.573,02264 Rebecca Spur Apt. 938,93284,NE,New Tomburgh,0
1209,60007.14,7.4,6,4,47734.407,1281777.581,8611 Swanson Lodge Apt. 186,31621,RI,Conwaymouth,0
1210,60125.81,7.1,7,3,25424.035,1196643.385,5424 Lopez Hill Suite 805,29555-5745,CT,North Sandra,0
1211,70580.44,6.4,8,3,36626.704,1578493.708,1123 Price Rest,17057-1938,AR,Patriciafurt,0
1212,53029.35,4.3,6,2,34472.304,430088.251,58197 Anderson Squares Suite 899,28271-3171,MS,Sarahburgh,0
1213,55289.11,5.7,7,5,30773.259,677988.256,7808 Michele Meadows Suite 816,17319-8250,CA,New Donna,0
1214,71776.62,5.2,8,5,29802.462,1085534.179,20269 Elizabeth Course,41595-0901,NJ,Heatherside,0
1215,75999.7,6.5,7,4,35183.72,1634781.274,1503 Allison Freeway Apt. 398,58599-4858,AS,Lake Gina,0
1216,56265.97,5.8,7,3,40493.064,1167449.99,06789 Pollard Extensions Apt. 768,43252,MH,Danielville,0
1217,61590.89,6.8,6,4,34460.008,1067727.095,97941 Anderson Crest Suite 575,87126,MD,South Shawnside,0
1218,71172.49,5.8,6,4,23264.371,887739.432,93861 David Village Apt. 086,12991-5274,OR,North Richardshire,0
1219,57925.0,3.5,7,6,40177.877,842924.554,607 Ashley Square,76219,LA,Simmonsville,0
1220,75025.96,3.4,6,4,33970.36,864067.062,76711 Laura Lodge Apt. 211,10027-9358,PA,South Chad,0
1221,53080.44,5.5,6,2,23763.197,508951.567,012 Daniel Isle,44798,MH,Lake Brianshire,0
1222,64629.46,6.3,4,3,46877.146,1223777.498,1014 Chris Lakes Suite 741,41541,VA,South Brianfort,0
1223,62559.3,4.5,8,5,44521.763,1029037.429,Unit 2965 Box 1848,20627,AE,DPO,1
1224,90691.21,5.2,7,6,20846.54,1487997.879,4402 Perez Way Apt. 084,82109,PR,Harrischester,0
1225,77700.59,6.8,8,6,38827.406,1836419.641,16886 Jimmy Field,37257,NE,Jacquelineton,0
1226,66141.19,5.0,7,3,37355.865,1148066.813,0934 William Centers Suite 482,64628-1607,PA,Joyceville,0
1227,79990.05,6.1,5,4,37816.798,1318681.04,569 Wilson Heights Apt. 290,22003-5887,TX,Alexanderchester,0
1228,76293.94,5.3,5,4,40712.398,1174481.066,110 Fields Viaduct Apt. 289,18687-0225,HI,East Kathy,0
1229,76255.79,6.0,7,3,41297.075,1522954.939,4363 Michael Port,06643-5514,NE,Alexandraton,0
1230,76365.18,4.5,8,3,19991.633,1132146.32,4882 Jeremy Ferry,41904-9783,ID,East Sharonberg,0
1231,73438.59,6.4,6,3,33285.951,1212461.526,4718 Lewis Mountains Apt. 367,57366-8184,VT,Williamsfort,0
1232,46474.32,7.3,7,5,28182.096,864132.033,887 Jennifer Union,08025,GU,North Jacqueline,0
1233,68562.02,6.3,7,3,35476.169,1336377.825,11493 Miles Port Apt. 517,22614-9226,IA,Bradleymouth,0
1234,63785.55,7.2,6,4,67353.965,1747244.863,USNV Roach,76691,AA,FPO,1
1235,71320.87,4.2,7,4,47871.972,1398353.591,35038 Mary Court Suite 134,85316-8496,MD,Port Heidi,0
1236,93128.72,6.2,7,4,42100.834,2020158.363,Unit 7507 Box 5089,22014,AP,DPO,1
1237,71833.87,5.9,4,3,31326.339,877779.344,82010 Michael Manor,66490,OK,Hunterborough,0
1238,51815.36,5.7,8,3,43604.793,1255202.11,850 Costa Trafficway Apt. 350,44156-7826,OR,Turnermouth,0
1239,69245.89,5.7,6,2,37597.868,1173413.55,229 Wright Meadows Suite 586,35091-0067,CT,Jamesville,0
1240,63765.5,6.8,8,5,34303.41,1326680.244,346 Brian Island Suite 100,68388-7139,LA,Martinview,0
1241,81844.46,5.1,7,6,51937.437,1585521.989,84036 Quinn Islands,31006,MS,North Debraland,0
1242,62798.23,5.9,6,3,34652.258,1106336.838,Unit 3403 Box 1145,37345,AA,DPO,1
1243,56281.21,5.3,7,6,29141.74,962501.902,8263 Shaw Ridges Suite 890,95568-4663,AZ,South Evanland,0
1244,67059.97,6.9,7,5,51237.388,1408074.53,810 Stacey Causeway,90167,NV,Jeremytown,0
1245,58385.22,7.6,6,2,41930.375,1266209.753,1669 Evans River Suite 294,81544-1368,ID,Millerport,0
1246,70259.07,6.8,7,6,54050.645,1741052.96,4985 Tony Pass,64442-8584,NJ,Port Zacharyland,0
1247,87929.45,5.5,5,3,44486.383,1636559.241,98883 Troy Glens Apt. 152,96590-2034,LA,North Glenda,0
1248,94733.97,7.9,7,5,46314.69,2318285.703,4393 James Springs Apt. 818,18572,ND,Margaretview,0
1249,73504.89,4.8,8,5,47118.421,1409892.09,506 Solomon Gateway,48329-3260,OH,Michelleville,0
1250,78643.17,7.1,5,3,13889.076,1166198.116,USS Barnes,33522-4639,AA,FPO,1
1251,78318.81,5.5,5,2,41569.396,1393995.962,487 Pierce Islands,93719,MO,Port Shannonfurt,0
1252,63639.92,6.2,8,5,41448.752,1462608.696,1545 Larry Haven,82443-7047,WI,Lisaburgh,0
1253,81728.44,5.5,7,6,51629.319,1922281.305,94005 Nicholas Throughway Suite 032,24159,VA,Jackhaven,0
1254,89551.73,5.8,6,2,43964.658,1587406.303,7561 Best Place,81304-0841,CT,New Michaelton,0
1255,49493.3,6.3,7,3,39909.175,967868.515,919 Walker Drive Suite 425,03461,NY,Haroldfort,0
1256,61461.5,5.3,7,4,49688.036,1426545.967,1669 Gray Meadows Apt. 793,47180,MN,South Christinafort,0
1257,72692.59,6.3,8,3,33125.496,1725429.749,6340 April Orchard,65854-3373,SD,South Craig,0
1258,79702.39,6.8,8,6,46270.331,1753820.622,492 Hernandez Hollow,64306-1547,AK,Vargaschester,0
1259,54994.92,5.2,6,2,15444.483,321058.961,821 Potts Spring Apt. 878,55178-7547,AL,New Janice,0
1260,57327.99,6.6,7,3,28945.546,1089601.882,0703 Harding Rest,45172-7688,LA,East Jo,0
1261,74585.84,4.5,5,3,48051.648,1137523.111,6665 Victor Cliff,97340,ND,South Davidburgh,0
1262,77334.29,4.9,8,4,37905.984,1371670.389,270 Bonilla Mountains Suite 148,46989-4992,OH,Brennanfurt,0
1263,77132.8,7.3,5,2,47450.668,1595620.557,07646 Jenkins Glens,70049-6737,UT,Philipville,0
1264,96778.12,4.6,7,6,37480.7,1899948.059,715 Armstrong Burgs Suite 894,68031-3600,NJ,East Christopherburgh,0
1265,52046.54,5.8,5,3,41715.546,674657.911,378 Reyes Courts,85342-6948,ME,West Joseph,0
1266,78350.6,7.5,7,6,23052.847,1555490.621,193 Terri Bridge Suite 747,78007-9185,NE,Lewisport,0
1267,61602.04,5.4,6,3,45188.14,1194191.879,88076 Cooper Station Apt. 476,67794,MP,Whiteland,0
1268,84452.46,5.1,7,4,38221.136,1482107.37,"PSC 7487, Box 2783",75396,AA,APO,1
1269,84712.91,6.0,7,4,11072.499,1154917.394,9563 Martinez Road Apt. 461,15095-3171,VI,Loweville,0
1270,61492.92,6.2,6,3,37743.403,1050838.704,8136 Stephanie Knoll,20672-6561,MA,East Ashleymouth,0
1271,37971.21,4.3,5,3,33267.768,31140.518,98398 Terrance Pines,00544-8919,MT,South Joshua,0
1272,73158.74,7.9,8,3,25175.431,1748864.715,2341 Rachel Turnpike,21341-5283,DC,Lake Julie,0
1273,74622.16,7.5,6,3,30736.528,1287030.932,566 Tracy Lodge,27350,IA,Alexastad,0
1274,58956.26,7.4,7,6,38529.641,1237246.145,005 Kent Lane,84405,NE,West Elizabeth,0
1275,69253.9,6.2,8,3,22524.578,1259733.644,355 Zavala Field,19634,GA,South Josephview,0
1276,47549.64,6.4,8,5,43526.162,1028914.315,573 Christian Village,41004-2204,IL,Andrewbury,0
1277,73271.89,5.9,6,3,39446.313,1388218.529,318 Hernandez Burgs Suite 441,50592,NY,North Brandi,0
1278,61478.63,4.3,6,4,36837.818,637189.959,48724 Ryan Estate,89338-7003,DC,Berryfort,0
1279,62317.21,7.6,7,3,47836.246,1717570.53,6928 Christina Inlet,21635-1363,MD,Sabrinaton,0
1280,65464.2,4.7,7,4,26065.693,729688.593,8041 Donald Villages,09192,GA,West Harold,0
1281,87883.58,7.6,5,3,41012.621,2049146.63,"PSC 2506, Box 1317",26084,AE,APO,1
1282,67819.25,6.5,6,3,37515.539,1340705.119,6243 Harding Summit Suite 030,31912,GA,Fordmouth,0
1283,65659.59,7.2,4,2,40337.234,980983.211,869 Acevedo Cliff Apt. 769,00441,NM,North Michael,0
1284,68827.56,5.9,6,2,45935.962,1518169.444,081 Maria Gateway Suite 913,53584-5691,TN,Davidville,0
1285,71152.76,3.1,7,3,40951.239,1002840.229,31678 Kevin Garden,56516-6482,LA,Jamesside,0
1286,80939.63,6.3,7,3,27771.545,1499920.594,7084 Turner Crossing Suite 917,17062-1557,AL,New Mary,0
1287,66860.59,7.8,7,5,36035.542,1496577.459,054 Corey Shore Apt. 224,44975-6855,MA,Nataliemouth,0
1288,64314.51,7.6,7,6,37217.643,1526915.349,96225 Evan Springs Suite 707,22484,SD,New Traviston,0
1289,63867.1,6.4,8,4,14522.659,917610.888,615 Alexander Plains Suite 955,45700-1303,VA,West Alisonberg,0
1290,81220.07,6.3,6,2,32859.518,1572990.374,638 Lee Stream Suite 784,53593,AS,Mcclainview,0
1291,60880.58,6.1,7,3,42877.517,959416.437,3052 Karen Rue,46431-8517,MP,North Mark,0
1292,66553.4,5.6,6,2,23632.23,960083.997,49944 Antonio Bridge,61152-1552,VI,Spencerchester,0
1293,72896.25,6.1,7,3,40426.527,1526025.659,6403 William Alley Suite 863,86502-4020,LA,New Laura,0
1294,59160.09,6.3,7,3,23252.906,1006885.844,"PSC 6566, Box 9029",49388,AP,APO,1
1295,66412.83,5.4,5,3,50996.645,1105105.053,74810 Luis Freeway Apt. 770,37690-1587,NE,Shannonbury,0
1296,67026.44,5.6,5,2,27677.883,625880.732,3881 Brown Vista,35897-2870,DC,Sharonburgh,0
1297,77151.91,7.7,8,4,27117.798,1799827.22,80069 Potter Stream,94232-0817,MD,Lake Brandon,0
1298,69799.15,5.7,5,4,38340.731,1152798.579,Unit 9088 Box 5092,61699-0044,AP,DPO,1
1299,55768.79,5.4,6,4,47989.68,846095.967,0041 Brett Heights Suite 519,69704,ID,Annefurt,0
1300,81699.18,6.3,7,3,19502.027,1387864.89,762 James Lake,02184,FL,Philiphaven,0
1301,57367.83,5.7,8,4,47734.102,1414286.722,9546 Harris Drive Apt. 086,75670,VT,Lake Daniellechester,0
1302,80488.79,5.2,4,2,36743.268,1273308.71,67397 Thompson Plaza Apt. 728,06637,MS,Lawrencefurt,0
1303,68091.18,5.4,7,3,44557.38,1489648.018,1836 Shaw Lane Apt. 733,83118-5264,PW,Gracetown,0
1304,82587.59,5.7,6,3,55932.223,1765988.264,0870 Dylan Islands,28165-2437,DE,Jameschester,0
1305,57407.72,7.1,6,2,27117.892,934111.636,984 Ford Run,71636,IN,South Paulberg,0
1306,64332.47,4.2,8,5,30812.598,1095879.443,183 Joshua Squares Apt. 379,09591,GU,New Cory,0
1307,66039.74,4.9,9,6,15612.677,876348.818,4725 Briana Hill Suite 003,79945-8862,CO,West Ashley,0
1308,62397.08,5.9,6,3,40739.877,854945.507,26518 Hunt Manor,25316,MD,Ellisfurt,0
1309,84810.87,6.2,6,2,28392.29,1349743.146,25483 David Loop,55376,ME,Jeffreyport,0
1310,67051.25,4.5,7,3,39735.704,970825.596,2340 Anthony Hollow,89267,MT,Freemanside,0
1311,83907.37,6.0,6,3,46091.789,1796009.504,8244 Shawn View,54800-0758,ND,New Michellebury,0
1312,62345.82,5.4,6,4,41982.907,934492.342,704 Christina Parkway,17081,ME,Rebeccatown,0
1313,60960.46,3.7,7,3,28171.985,584061.247,238 Garcia Station,10500,KY,East Kevinfort,0
1314,68353.73,5.2,7,5,27804.83,895845.566,5833 David Avenue,37286,PA,Joseland,0
1315,58661.56,6.6,6,4,17467.944,696040.13,2947 Debbie Landing,81224-4007,ND,Williamfort,0
1316,66131.0,6.4,6,2,40979.53,1204137.323,2919 Cohen Locks Apt. 284,90078,MP,West Jeremystad,0
1317,67351.24,5.8,6,4,47175.788,1413729.757,420 Cooper Centers Apt. 190,12326-4566,PA,Oneillton,0
1318,59933.14,5.5,6,3,28593.009,607873.773,43007 David Viaduct Apt. 280,59831,GU,Hinesland,0
1319,60840.49,5.4,6,2,36241.301,971099.475,653 Elizabeth Haven Suite 794,81990-3134,NV,New Gina,0
1320,94712.12,5.4,5,2,49411.888,1714055.837,9627 Marvin Roads Suite 413,40249,GU,Annetteberg,0
1321,74469.21,6.7,7,3,46500.057,1956438.651,712 Donna Place Suite 070,38056-6074,WI,South Heatherton,0
1322,78753.39,6.2,8,3,50350.271,2013015.746,57421 Martin Union Apt. 932,80914-6049,AK,Sheliabury,0
1323,80233.23,5.3,7,5,26263.055,1390497.566,085 Solomon Avenue Apt. 122,58030,HI,Owenschester,0
1324,84473.27,5.3,7,4,31608.062,1529452.062,3637 Snyder Flats Apt. 168,31077-5026,WA,Dawnbury,0
1325,78049.6,3.5,5,3,42857.371,1143215.029,26958 Doris Turnpike Apt. 520,10798-7400,MS,Gordontown,0
1326,93178.49,6.3,7,6,42808.648,1949577.954,968 Thomas Dale,03715-0829,HI,West Adrianstad,0
1327,69949.35,5.2,5,4,37358.201,1057799.242,30791 Johnson Passage,08403,GA,South Chelsea,0
1328,85903.38,5.7,6,2,25593.118,1585873.833,043 Castillo Extension Suite 128,79785,NH,Robertton,0
1329,65283.64,5.6,7,4,37824.712,1168993.759,781 Erickson Plains Apt. 195,69748,CT,Ryanfurt,0
1330,79191.82,7.1,5,4,35107.139,1431915.977,63414 Barbara Lane Apt. 338,45499-4725,CT,East Amandatown,0
1331,72242.6,4.8,7,6,43987.877,1409439.076,626 Phyllis Pine Apt. 081,71938,SC,Lake Samantha,0
1332,63125.76,7.2,7,3,51218.999,1496724.381,82924 Cindy Islands Apt. 673,33351-2292,MD,Amymouth,0
1333,78581.26,5.6,7,4,50891.202,1566567.883,2205 David Coves Suite 961,81653-3099,LA,Medinashire,0
1334,59481.78,4.8,7,4,31200.968,986113.24,385 Cameron Drives,72018-5556,FL,West Tiffanyfort,0
1335,66770.22,5.1,6,4,33238.333,885611.578,69794 Gutierrez Forge,52626-5730,KS,Derekton,0
1336,75368.59,5.7,6,3,32075.268,1102259.539,"PSC 9750, Box 8010",32543,AE,APO,1
1337,60419.89,6.9,6,2,38272.922,1268125.838,3518 Justin Locks Suite 561,61702-9277,VT,Bridgetport,0
1338,78555.13,7.6,6,4,34514.159,1580691.617,00149 Raymond Knolls,75026,UT,New Jason,0
1339,82073.52,5.0,7,4,36337.027,1128644.462,59227 Caitlin Village Apt. 363,84032,SD,Jameshaven,0
1340,64254.16,5.1,8,4,58051.039,1524689.063,9055 Underwood Extensions Suite 383,32380,AS,Parksmouth,0
1341,53432.59,6.7,8,5,36804.949,1176420.559,33116 Guzman Extensions,77004,MA,West Jacquelineland,0
1342,67883.13,7.1,7,5,34639.412,1456273.724,528 Mary Stream,06463-1898,UT,Hernandezfort,0
1343,91832.99,6.1,7,4,31105.113,1777516.449,6789 Jacqueline Mount Suite 847,57584-3307,IA,North Susantown,0
1344,70670.88,6.6,6,3,23592.158,1237902.82,5319 Martin Gardens,99631,MN,Shaunburgh,0
1345,70315.43,5.9,6,4,49697.933,1385783.517,29012 Jordan Islands,74799,LA,Wolftown,0
1346,48362.98,6.2,8,4,49354.13,1035125.857,472 Hicks Park,13422,VT,South Michelle,0
1347,74022.14,6.7,5,4,30053.437,1358899.686,Unit 7807 Box 8697,50317,AA,DPO,1
1348,65182.71,4.9,8,6,48109.112,1311145.968,8336 Williamson Mountain Apt. 487,82582-8714,ID,Caseyshire,0
1349,54048.69,4.4,7,5,42177.966,919926.998,855 Kimberly Flat,86613-4043,RI,North Brenda,0
1350,72283.95,5.3,5,4,40277.395,985866.032,440 Anthony Mission,81707,NC,South Sheilachester,0
1351,82476.03,4.9,6,3,30985.337,1196204.886,5431 Jessica Expressway,12862,AL,Wrightshire,0
1352,79771.83,6.5,7,5,30611.543,1435981.22,44050 Baker Light Suite 940,62238,NV,Mcdanielchester,0
1353,57236.17,3.9,7,3,24726.105,752800.148,085 Hall Hills,81713-3087,WA,New Frederick,0
1354,43952.34,5.4,7,4,25139.45,324981.993,672 Samantha Stravenue Apt. 802,04694,TX,Emilyshire,0
1355,56721.45,7.1,7,3,22904.147,1127637.557,41545 Peter Expressway Apt. 766,26832-7957,SD,Carrstad,0
1356,56654.96,5.2,5,3,25801.966,239319.934,3677 Gamble Road Apt. 473,96320-4134,MO,Lake Laurie,0
1357,40185.73,5.9,5,4,37766.668,529282.084,551 Bradley Lock Suite 096,03266,MH,Shanefort,0
1358,71227.39,7.0,8,4,20096.291,1455691.797,10454 Gonzales Summit Apt. 065,93059-4957,AL,Chambersstad,0
1359,52444.86,8.2,7,4,39288.46,1371527.327,95608 Nunez Cliffs,96516-2702,PW,Millerland,0
1360,56825.75,6.6,7,6,43474.777,1231452.189,09035 Yolanda Lakes Apt. 617,38241,NV,Camachoside,0
1361,55621.9,3.7,6,2,63184.613,1102641.114,704 Davis Valleys Suite 264,61159,DE,Collinstown,0
1362,66510.01,5.0,5,2,29293.619,758262.612,108 Wendy Heights Suite 575,32058,FL,South Dawntown,0
1363,62639.16,5.6,5,2,27812.686,476971.456,4540 Henderson Canyon Apt. 901,09258-6031,GA,Turnerton,0
1364,79452.82,6.1,6,4,44852.092,1706689.94,548 Lawrence Wells Apt. 239,13256,AK,West Emma,0
1365,83137.39,5.4,5,2,30482.565,1079745.119,Unit 1552 Box 3165,06786-3524,AE,DPO,1
1366,69143.47,5.0,6,4,24405.283,766594.34,5762 Davis Islands,86152,IA,North Bradley,0
1367,68277.67,5.9,5,3,38099.867,905045.218,24421 Lang Terrace Suite 680,56339-7796,WI,New Peggy,0
1368,72251.04,6.7,7,4,34878.597,1425114.718,821 Thomas Lock,68927-5573,ME,West Pamela,0
1369,71373.98,5.5,7,5,51509.599,1512542.441,206 Hayden Pass Apt. 154,79371,SC,Mendozastad,0
1370,81503.47,6.8,6,3,46674.365,1650342.131,474 Sanford Creek,72287-3448,MA,Seanmouth,0
1371,60569.2,7.6,8,3,16351.203,1112548.479,99704 Carroll Squares,36394,NH,Lindatown,0
1372,72683.53,6.0,6,3,18539.101,942508.962,1512 Jamie Inlet Suite 784,88370-3426,ID,Grimesside,0
1373,73763.57,6.4,7,4,38550.707,1642844.649,769 Alexander Ranch,67017,MS,Clarkberg,0
1374,75780.62,5.1,7,4,34944.982,1078713.227,514 Hanson Garden Suite 188,25641-9151,NC,Hamiltonstad,0
1375,77882.88,6.1,7,6,27528.746,1333865.438,4594 Megan Fall Suite 136,40874,MA,East Jaredfurt,0
1376,70608.37,4.4,7,3,24387.608,684049.919,4178 Mcneil Lights,34945-8793,PA,North Dawnshire,0
1377,67782.87,5.7,8,6,46608.226,1311067.446,57864 Andrew Ranch Suite 556,32981-0368,AK,North Alishafurt,0
1378,57714.75,5.0,7,5,53100.999,1172133.487,107 Reid Estate Suite 323,66292-5193,MI,Johnstad,0
1379,88613.87,3.5,7,5,42905.095,1419536.259,611 Lauren Flat Suite 569,77960-4493,IN,Lake Mary,0
1380,73559.43,6.2,6,4,34374.591,1288426.694,37058 Chris Route,39597,VT,South William,0
1381,81775.63,5.8,7,6,30070.728,1500939.827,879 Jones Dale Apt. 502,41479-6892,UT,West Kristin,0
1382,42462.1,6.0,8,4,42191.776,1000087.121,5860 Angela Landing,06555-6716,RI,Port Phillip,0
1383,72096.85,6.4,9,3,31584.379,1457767.533,44822 Little Lake,79649-4781,PA,Waynetown,0
1384,43922.0,5.9,7,5,42250.796,747933.487,3112 Wells Parkway Apt. 414,63012,MD,South Emilychester,0
1385,64114.96,6.6,7,3,25273.208,1024738.285,092 Melanie Vista Suite 316,52672-8629,ND,Lake Kathystad,0
1386,77573.87,5.0,8,3,39055.114,1517666.855,6481 Cox Island,67519-1207,PW,Angelastad,0
1387,70036.83,6.3,6,2,25064.267,953840.698,537 Petersen Common Suite 992,64010,MP,East Marymouth,0
1388,71183.74,5.4,7,4,46955.01,1375497.973,1442 Elizabeth Rue,74627-1634,ID,North Jasmine,0
1389,67315.6,6.6,8,4,37811.209,1645530.056,30425 Steven Loop Apt. 820,51592-3127,VA,Alexiston,0
1390,72813.8,8.5,8,3,35014.848,1727006.951,309 Ortiz Burg Suite 125,49031-0820,VI,West Lisa,0
1391,73023.33,5.7,8,5,40512.893,1597330.411,981 Tabitha Point,88442-5459,IN,Candiceland,0
1392,67569.88,7.1,6,4,49054.871,1688279.308,27060 Angela Pines,40642-8983,IN,South Amber,0
1393,69972.85,6.4,7,4,37815.494,1398310.2,8056 Angie Plains Suite 840,63242-2700,AK,Hallbury,0
1394,73231.05,5.5,5,3,40788.109,1100093.909,27298 Lauren Square,53597-7001,AZ,Jenniferchester,0
1395,80577.73,5.9,7,5,36463.033,1505560.54,9947 Williams Mountains,44384,MT,West David,0
1396,64754.57,7.6,5,2,27143.017,1105990.694,000 Todd Pines,90207-1179,KY,Ashleyberg,0
1397,55435.64,5.1,7,5,23503.161,789043.851,791 Kelly Street,10317,NV,Stanleyton,0
1398,65510.66,4.3,5,2,45111.811,756319.734,"PSC 2733, Box 2603",48198-5637,AE,APO,1
1399,82855.94,6.8,8,5,36954.336,1856782.783,82519 Natalie Divide Suite 931,41817,AR,North Alfredside,0
1400,89338.45,4.0,6,3,41264.907,1222020.821,15919 Anthony Center Suite 276,87691-3881,IA,Cunninghamville,0
1401,45990.12,6.8,7,3,41553.84,1043968.399,237 Stephanie Corner,46330,FL,West Thomas,0
1402,76801.5,6.3,7,5,48481.665,1673294.246,69955 Kenneth Garden,24710-6505,GU,Brandonstad,0
1403,61606.92,6.9,6,2,40496.07,1325860.533,Unit 9785 Box 0790,60371-0797,AP,DPO,1
1404,65428.31,6.5,7,5,33141.308,1236044.316,89223 Walter Roads,63488-7495,NE,New Michelle,0
1405,56697.59,6.4,6,2,37973.363,1030759.7,981 Gray Way Suite 788,97233,SC,Juliefurt,0
1406,92151.67,5.6,6,2,37067.682,1609581.804,53516 Michael Greens,82773,MP,South Scottbury,0
1407,78555.93,5.9,6,3,29759.0,1292287.095,6513 Terrell Camp Suite 520,35726,TX,South Tiffanytown,0
1408,72204.16,5.3,7,5,28943.158,1057697.703,565 Lee Glens Suite 921,07393,MI,Austinland,0
1409,51741.87,7.7,4,2,32730.93,768152.791,107 Archer Inlet,03090,ME,South Megan,0
1410,71082.11,7.6,6,4,31327.519,1513427.551,967 Susan Union Apt. 653,98079-8428,IA,Costastad,0
1411,71328.7,6.6,6,4,28053.016,1429497.617,510 Williams Inlet Apt. 674,72339,TN,New Timothymouth,0
1412,67150.06,6.4,7,3,39917.879,1376969.929,16913 John Fall,04867-0517,NM,New Lisa,0
1413,59777.37,4.7,5,2,37836.518,614700.737,73229 Andrew Trace,60269-5659,WA,Alyssastad,0
1414,62725.4,6.0,7,5,19750.689,780608.994,812 Salazar Ford,62448-7958,MI,Tylerhaven,0
1415,65533.41,5.9,6,4,25002.192,856548.944,"PSC 4589, Box 3480",84355-0532,AA,APO,1
1416,78293.7,6.0,6,2,47125.533,1656080.089,3114 Garcia Centers,06524-6877,SD,Bettyport,0
1417,74371.34,6.7,6,4,33186.702,1249914.079,784 Gray Gardens Suite 341,27160,WA,West Michael,0
1418,56664.4,6.9,6,2,28364.287,817460.422,7022 Smith Cliffs Apt. 317,12476-3003,MI,Moseschester,0
1419,60058.91,6.4,5,4,33581.824,990893.16,37513 Robert Courts,15188,PR,New Sarahfurt,0
1420,63757.05,5.8,8,4,27244.439,972079.588,5098 Pittman Spring Apt. 987,24944,CO,Heathershire,0
1421,81026.61,6.3,8,4,24407.243,1349989.647,USCGC Johnson,50443-5069,AA,FPO,1
1422,83683.36,6.1,7,3,38399.836,1303542.283,715 Jones Glens,66078,DC,New Melanieborough,0
1423,56103.92,4.7,4,3,41330.609,593766.185,7291 Tammy Run,31913-1175,HI,Farrellside,0
1424,67454.21,4.8,7,4,49237.404,1243918.811,206 Huang Junction Suite 611,29756,NH,West Samanthashire,0
1425,67631.24,8.3,6,2,24624.648,1395855.656,3127 Melanie Neck Apt. 951,43748,DE,Davisbury,0
1426,52988.03,7.0,7,3,37791.018,1112314.303,775 Leach Shore Apt. 133,03465-3770,FL,West Donaldside,0
1427,59549.91,6.6,5,2,14906.247,850010.182,2196 Lowe Glen,99955-5825,ME,Mitchellfurt,0
1428,58832.5,5.8,7,5,30200.107,931787.618,93907 Gross Mall Apt. 112,03786,ND,Randyport,0
1429,76717.37,5.4,6,4,34944.069,1011140.799,39152 Henderson Lights Suite 980,75123-0177,MH,New Michaelfort,0
1430,73422.83,5.3,4,3,50997.65,1190442.123,71055 Margaret Stravenue,69643-5179,FM,Jesusshire,0
1431,59128.32,5.9,5,2,45592.388,916140.221,2497 Williams Meadows,76795,OK,Lake Meganton,0
1432,65614.78,5.3,7,6,39353.684,1222045.091,55752 Erica Springs,58067-2651,AK,South Deborahberg,0
1433,68851.4,7.1,6,2,22121.547,1232156.012,4756 Christopher Lane,35794-4306,MT,Lake Lauraborough,0
1434,43531.86,6.5,6,2,37388.853,652752.973,12008 Lee Parkway Suite 046,95726-5540,CT,Summerston,0
1435,53763.53,7.3,7,5,32306.669,1219846.919,34265 Coleman Flats,38490,KY,Rothfort,0
1436,68948.41,8.5,8,5,40078.544,2050988.497,61907 Jeffrey Street Suite 887,54323-4230,IN,Cummingsberg,0
1437,70795.3,6.2,7,3,29887.452,1359052.846,370 Huynh Turnpike,25371,NH,Troyfort,0
1438,72443.69,5.0,8,6,31190.671,1308773.078,795 Mathis Valley,97082-1217,OK,Lake Judyhaven,0
1439,82781.65,5.7,7,4,39587.953,1573998.902,064 Eric Isle,38813-0363,MS,West Carlos,0
1440,67428.64,5.5,7,6,40897.025,1182980.604,"PSC 1211, Box 3865",83963,AA,APO,1
